cliente_id,idade,tipo_contrato,forma_pagamento,estado_civil,mensalidade_reais,uso_dados_gb,tempo_contrato_meses,chamadas_suporte_12m,reclamacoes_anatel,ruido_sinal_db,codigo_sorteio_promocional,ip_ultimo_acesso_hash,cancelou_plano
CLI-10234,65.7,MENSAL,Pix,Solteiro,,157.3,31,4,0,-4.1,4599,IP-3BB8A,0
CLI-10235,47.6,Anual,Pix,Solteiro,49.86,67.6,24,3,0,10.77,6838,IP-C3E50,1
CLI-10236,15.7,Anual,Pix,Casado,75.22,46.1,13,3,1,17.82,6910,IP-DB3A9,1
CLI-10237,,Anual,Boleto,Solteiro,74.11,11.9,72,0,1,-9.58,3452,IP-AC3D8,0
CLI-10238,32.1,Anual,Cartao_Credito,Casado,,8.5,42,3,0,-11.43,3063,IP-B9EDE,1
CLI-10239,50.2, Mensal ,Boleto,Casado,75.67,45.8,26,4,0,-14.16,7154,IP-7F845,1
CLI-10240,30.5,mensal,Pix,Divorciado,163.55,39.9,38,3,0,-17.64,1399,IP-677DC,1
CLI-10241,38.6,Anual,Debito_Automatico,Casado,191.08,89.2,38,1,0,-22.22,2994,IP-4D179,0
CLI-10242,46.1, Mensal ,Cartao_Credito,Solteiro,175.27,22.5,55,0,0,-1.25,5416,IP-9EB61,1
CLI-10243,50.4, Mensal ,Boleto,Solteiro,134.54,6.8,10,3,0,-7.92,8283,IP-3A8C1,1
CLI-10244,25.6,ANUAL,Cartao_Credito,Solteiro,41.54,29.8,11,3,0,-1.12,7019,IP-49EB5,1
CLI-10245,36.0,Anual,Cartao_Credito,Casado,240.98,161.6,3,4,0,10.27,4363,IP-2846B,1
CLI-10246,34.3,mensal,Boleto,Casado,66.98,76.4,23,2,0,7.39,2623,IP-D55B0,0
CLI-10247,32.2,Anual,Boleto,Casado,177.05,6.5,62,1,0,32.41,2165,IP-637F1,1
CLI-10248,61.2,Anual,Cartao_Credito,Solteiro,230.84,98.5,70,1,0,1.06,1479,IP-5A80B,0
CLI-10249,44.9,mensal,Pix,Casado,183.51,33.7,41,1,0,-6.01,3507,IP-20CF4,0
CLI-10250,24.9, Mensal ,Pix,Casado,,25.4,41,0,0,1.94,2118,IP-64F1D,1
CLI-10251,51.0,Bienal,Debito_Automatico,Divorciado,99.48,24.2,4,3,2,16.16,7366,IP-EBB75,1
CLI-10252,,mensal,Cartao_Credito,Casado,36.65,45.7,3,5,1,50.9,5131,IP-BBD1B,1
CLI-10253,52.4, Mensal ,Boleto,Solteiro,164.81,39.0,51,1,0,8.35,8842,IP-7760D,0
CLI-10254,,MENSAL,Boleto,Solteiro,164.86,53.1,55,4,0,4.58,1975,IP-F3D74,0
CLI-10255,34.2,Anual,Cartao_Credito,Solteiro,189.61,43.4,63,2,1,26.23,7656,IP-50D9F,1
CLI-10256,55.2, Mensal ,Boleto,Casado,32.42,12.0,49,1,1,-11.7,5590,IP-59502,0
CLI-10257,,mensal,Pix,Casado,209.93,18.4,72,2,0,-2.37,8399,IP-C8505,1
CLI-10258,45.3, Mensal ,Cartao_Credito,Solteiro,192.52,87.8,70,4,0,7.64,2354,IP-F1FF8,0
CLI-10259,49.3,Bienal,Debito_Automatico,Solteiro,61.0,54.0,69,1,0,-19.98,5170,IP-C6C83,0
CLI-10260,28.9, Mensal ,Pix,Solteiro,106.48,31.8,8,4,0,-33.92,4972,IP-C2DAC,1
CLI-10261,39.3,MENSAL,Pix,Divorciado,170.48,14.1,8,2,0,15.46,1124,IP-1CB72,1
CLI-10262,1.1,Bienal,Pix,Solteiro,139.08,5.3,19,1,1,-24.47,4147,IP-DD62E,1
CLI-10263,, Mensal ,Cartao_Credito,Solteiro,55.32,21.8,55,2,1,24.32,9621,IP-864E9,0
CLI-10264,37.0,Bienal,Pix,Solteiro,49.22,7.5,72,1,0,-9.23,1204,IP-98CE6,0
CLI-10265,25.0,Bienal,Cartao_Credito,Solteiro,201.92,34.6,8,4,1,-4.1,5290,IP-CEF17,1
CLI-10266,59.6,ANUAL,Pix,Casado,64.31,82.6,57,1,0,-44.31,8585,IP-B1A0A,0
CLI-10267,22.8, Mensal ,Cartao_Credito,Casado,,20.1,72,2,1,10.49,1275,IP-B44F7,0
CLI-10268,34.7,Anual,Cartao_Credito,Solteiro,212.8,89.7,7,2,1,12.4,2702,IP-22699,1
CLI-10269,41.6,Anual,Boleto,Casado,164.67,59.9,46,3,1,13.12,4635,IP-BF8AC,1
CLI-10270,57.3,Bienal,Cartao_Credito,Solteiro,163.04,11.0,22,5,0,19.89,4633,IP-9A888,1
CLI-10271,, Mensal ,Boleto,Divorciado,135.46,51.5,44,3,0,-44.05,1040,IP-D5E7A,0
CLI-10272,54.0,Anual,Boleto,Solteiro,,12.4,5,1,1,-31.45,7960,IP-6168F,1
CLI-10273,40.1,mensal,Pix,Solteiro,162.39,52.9,25,2,0,-33.08,1070,IP-323DE,1
CLI-10274,, Mensal ,Boleto,Casado,242.92,11.9,47,2,0,-10.05,1302,IP-66626,1
CLI-10275,45.5,mensal,Cartao_Credito,Solteiro,79.05,27.4,43,1,1,-22.0,8992,IP-98FE5,1
CLI-10276,42.4,Anual,Cartao_Credito,Solteiro,77.2,42.6,15,3,0,8.52,1557,IP-D6764,1
CLI-10277,32.8,MENSAL,Boleto,Casado,42.59,7.3,64,1,0,-0.52,3088,IP-CA044,0
CLI-10278,40.8,MENSAL,Boleto,Casado,174.8,12.5,31,2,0,10.93,5300,IP-40E6C,1
CLI-10279,35.4,Bienal,Pix,Solteiro,150.79,22.4,44,1,0,12.61,4752,IP-2A9B9,0
CLI-10280,41.4,mensal,Cartao_Credito,Casado,54.47,32.9,47,1,0,-50.14,4924,IP-44930,0
CLI-10281,47.9,Anual,Cartao_Credito,Casado,110.2,93.0,12,3,0,21.44,6378,IP-4ADEA,1
CLI-10282,59.0,mensal,Cartao_Credito,Casado,69.31,14.3,64,0,1,-9.89,1029,IP-BB656,1
CLI-10283,,mensal,Cartao_Credito,Casado,102.93,24.2,23,5,0,23.13,5198,IP-293B5,1
CLI-10284,65.6,Anual,Cartao_Credito,Casado,239.28,34.1,50,0,1,-37.77,2877,IP-298C6,1
CLI-10285,16.6,Bienal,Pix,Solteiro,,20.8,36,1,1,14.44,7659,IP-D49FE,1
CLI-10286,38.2,MENSAL,Cartao_Credito,Solteiro,31.67,49.2,11,3,0,2.02,3503,IP-3C418,1
CLI-10287,47.1,Anual,Boleto,Solteiro,85.55,18.3,47,0,1,38.4,9594,IP-B4708,1
CLI-10288,43.4, Mensal ,Boleto,Solteiro,32.28,71.6,56,1,1,4.03,3644,IP-E2411,0
CLI-10289,32.5, Mensal ,Cartao_Credito,Casado,187.27,36.7,69,1,2,23.12,2037,IP-3BD02,0
CLI-10290,37.5,MENSAL,Pix,Solteiro,133.27,9.1,37,0,1,-41.71,5306,IP-4F448,1
CLI-10291,34.1, Mensal ,Boleto,Solteiro,248.68,49.4,10,5,0,0.33,5474,IP-2CA02,1
CLI-10292,32.9,mensal,Boleto,Solteiro,191.39,42.9,56,3,0,-19.62,7139,IP-D597C,1
CLI-10293,50.2,MENSAL,Pix,Solteiro,143.94,23.6,42,2,0,-8.84,9583,IP-6A9BC,1
CLI-10294,44.3, Mensal ,Cartao_Credito,Casado,207.04,5.5,30,1,0,-2.26,8206,IP-BB07B,1
CLI-10295,31.7,mensal,Pix,Solteiro,185.06,15.1,22,4,0,-19.45,3793,IP-F2133,1
CLI-10296,50.8,MENSAL,Boleto,Casado,,28.4,55,1,0,15.41,5948,IP-A4BE4,1
CLI-10297,43.7,MENSAL,Boleto,Solteiro,146.66,15.0,38,3,1,22.49,3286,IP-8E90F,1
CLI-10298,49.8,Bienal,Pix,Divorciado,152.32,43.8,56,0,1,-24.27,6016,IP-BEB59,0
CLI-10299,47.6,Anual,Pix,Divorciado,129.27,61.1,71,2,0,5.89,3542,IP-F27BB,0
CLI-10300,30.1,mensal,Boleto,Casado,69.42,92.2,36,1,0,-46.72,8055,IP-E723E,1
CLI-10301,33.3,Bienal,Pix,Casado,79.14,51.9,11,2,0,23.88,2712,IP-CE8DF,1
CLI-10302,49.0,Anual,Boleto,Casado,91.83,57.6,7,1,0,1.89,5680,IP-DA6FB,0
CLI-10303,47.3, Mensal ,Boleto,Divorciado,32.26,47.2,34,1,0,-2.45,3021,IP-2E0BA,0
CLI-10304,39.7, Mensal ,Cartao_Credito,Casado,231.73,195.5,63,1,0,40.97,7447,IP-CFA79,0
CLI-10305,41.4,Anual,Cartao_Credito,Divorciado,180.94,18.6,2,1,0,7.79,8740,IP-6AB39,1
CLI-10306,55.3,MENSAL,Pix,Casado,,18.9,62,1,3,68.88,2397,IP-8E5BA,1
CLI-10307,32.9,Anual,Cartao_Credito,Casado,155.91,11.1,7,2,0,-27.29,6675,IP-CEFFB,1
CLI-10308,46.6,Anual,Cartao_Credito,Casado,181.65,34.9,43,0,0,-24.66,3839,IP-86C45,1
CLI-10309,37.6,Anual,Pix,Solteiro,246.01,9.5,18,1,0,20.69,8200,IP-A721E,1
CLI-10310,37.4,Bienal,Cartao_Credito,Solteiro,114.74,19.2,20,1,0,-6.47,6769,IP-97832,1
CLI-10311,53.2,MENSAL,Cartao_Credito,Divorciado,186.76,34.7,7,5,1,28.42,5853,IP-F1E8C,1
CLI-10312,49.9, Mensal ,Boleto,Solteiro,109.1,147.2,52,1,0,-25.03,3974,IP-75E26,0
CLI-10313,49.8,ANUAL,Boleto,Casado,,154.4,37,1,2,30.0,8427,IP-31A48,0
CLI-10314,55.7,mensal,Pix,Solteiro,218.77,66.3,46,3,0,-1.62,7819,IP-1EA7C,1
CLI-10315,40.3,Anual,Boleto,Solteiro,,27.2,42,3,0,0.72,1521,IP-19E14,1
CLI-10316,48.2,Bienal,Boleto,Divorciado,31.2,95.2,60,1,0,-31.17,1724,IP-5CA77,0
CLI-10317,36.3,Anual,Pix,Casado,95.6,98.7,32,2,0,29.17,3725,IP-20B75,0
CLI-10318,43.9,MENSAL,Boleto,Casado,59.46,113.5,38,2,1,11.51,4045,IP-C35A7,0
CLI-10319,38.4,MENSAL,Boleto,Solteiro,129.88,51.0,39,2,0,14.73,5269,IP-6F833,1
CLI-10320,41.2,mensal,Pix,Solteiro,139.0,15.1,26,2,0,-34.6,2842,IP-F24EB,1
CLI-10321,47.1,mensal,Boleto,Solteiro,86.3,9.3,30,0,0,-5.37,7331,IP-35E08,1
CLI-10322,30.2,Anual,Cartao_Credito,Solteiro,189.16,115.8,41,4,0,-1.19,1132,IP-AAD36,1
CLI-10323,65.1,Anual,Cartao_Credito,Solteiro,89.35,7.6,9,1,0,-32.83,8170,IP-A0551,1
CLI-10324,27.9,Anual,Boleto,Casado,217.86,20.8,32,3,0,17.63,1881,IP-9F1C0,1
CLI-10325,25.4, Mensal ,Cartao_Credito,Solteiro,69.09,35.0,56,4,2,23.29,6639,IP-31A63,1
CLI-10326,53.9,MENSAL,Boleto,Casado,110.79,6.0,53,2,1,-36.24,4179,IP-961E8,1
CLI-10327,49.5,Anual,Pix,Solteiro,166.89,111.8,7,3,2,-0.79,5044,IP-DBD08,1
CLI-10328,47.5,MENSAL,Boleto,Solteiro,163.17,20.2,23,2,0,21.86,3421,IP-CF0D9,1
CLI-10329,47.5,MENSAL,Cartao_Credito,Solteiro,47.17,6.3,52,0,0,43.23,7405,IP-8F474,1
CLI-10330,39.9,Anual,Pix,Divorciado,,232.2,21,1,0,20.57,2097,IP-E7A4F,1
CLI-10331,29.2,Anual,Cartao_Credito,Casado,161.57,21.8,23,1,0,-25.11,2332,IP-3A1F8,1
CLI-10332,40.9,mensal,Pix,Solteiro,221.37,99.2,69,3,0,-22.97,6957,IP-F063F,0
CLI-10333,31.9,ANUAL,Boleto,Casado,220.88,32.2,18,0,1,6.91,1894,IP-E6970,1
CLI-10334,51.7, Mensal ,Cartao_Credito,Casado,150.1,54.0,37,1,3,17.78,6019,IP-27E5D,1
CLI-10335,38.2,Bienal,Debito_Automatico,Casado,230.37,17.4,7,4,0,-0.06,5148,IP-8B80A,1
CLI-10336,30.1, Mensal ,Cartao_Credito,Casado,216.65,36.5,61,5,0,-11.55,8740,IP-1A32D,1
CLI-10337,36.1, Mensal ,Debito_Automatico,Solteiro,240.79,18.4,3,3,1,20.08,2959,IP-75759,1
CLI-10338,45.0,ANUAL,Cartao_Credito,Casado,217.11,140.8,1,2,0,26.5,7851,IP-1F34D,0
CLI-10339,33.2, Mensal ,Cartao_Credito,Casado,210.66,7.8,60,3,0,-7.78,4543,IP-8D3F4,1
CLI-10340,30.1,Anual,Cartao_Credito,Casado,133.26,19.5,6,2,0,0.02,4060,IP-C13E2,1
CLI-10341,,ANUAL,Cartao_Credito,Divorciado,76.65,105.6,71,2,1,16.59,9922,IP-D3E90,0
CLI-10342,42.9,ANUAL,Pix,Solteiro,230.36,34.4,58,3,0,-9.59,1684,IP-83303,1
CLI-10343,33.9,Bienal,Boleto,Solteiro,188.96,46.2,31,1,0,22.65,5942,IP-E5260,1
CLI-10344,34.3,mensal,Pix,Casado,91.98,52.5,8,1,1,-11.24,8162,IP-70509,1
CLI-10345,42.8,Anual,Cartao_Credito,Casado,,8.3,15,1,0,24.91,7678,IP-54DB0,1
CLI-10346,22.6, Mensal ,Boleto,Solteiro,180.94,5.8,7,2,0,-17.05,1608,IP-24075,1
CLI-10347,,mensal,Boleto,Solteiro,135.12,130.0,7,2,0,58.58,9468,IP-47B0E,0
CLI-10348,31.4,ANUAL,Boleto,Casado,47.93,19.3,33,1,0,-1.36,2165,IP-7C0D3,0
CLI-10349,37.4,mensal,Boleto,Solteiro,61.12,26.5,41,1,1,16.11,6900,IP-B3ED6,0
CLI-10350,43.7,MENSAL,Boleto,Solteiro,194.04,56.6,57,3,1,32.37,9427,IP-284FE,1
CLI-10351,57.7,MENSAL,Cartao_Credito,Solteiro,102.29,17.1,7,1,0,-1.84,8563,IP-96012,1
CLI-10352,50.3,Anual,Pix,Divorciado,141.68,64.4,59,3,1,8.68,2813,IP-53D6A,1
CLI-10353,38.1,Bienal,Pix,Divorciado,198.66,32.6,20,2,1,3.18,9622,IP-8E3E3,1
CLI-10354,39.8, Mensal ,Boleto,Casado,195.26,92.4,71,2,1,53.93,4164,IP-CEE84,0
CLI-10355,28.0,MENSAL,Cartao_Credito,Casado,66.74,19.7,50,1,1,42.86,4193,IP-5BE1F,1
CLI-10356,39.8,ANUAL,Cartao_Credito,Solteiro,,15.3,14,1,1,-16.53,7342,IP-43BB2,1
CLI-10357,36.5,MENSAL,Cartao_Credito,Solteiro,160.05,85.2,15,1,1,-24.94,3289,IP-6B295,0
CLI-10358,43.9, Mensal ,Cartao_Credito,Casado,193.16,22.8,10,0,0,14.44,6922,IP-7257E,1
CLI-10359,30.1,MENSAL,Cartao_Credito,Solteiro,62.79,28.9,65,1,1,4.12,6212,IP-8293A,0
CLI-10360,46.2,mensal,Pix,Solteiro,111.83,76.0,55,0,1,41.18,7223,IP-BFA90,1
CLI-10361,58.4, Mensal ,Boleto,Casado,,50.4,28,1,0,11.21,1327,IP-86209,1
CLI-10362,38.7,ANUAL,Boleto,Solteiro,237.73,31.2,48,2,0,1.26,3994,IP-24AAD,1
CLI-10363,,MENSAL,Cartao_Credito,Casado,129.9,17.9,3,0,0,-22.7,6562,IP-22B24,1
CLI-10364,,Bienal,Debito_Automatico,Casado,47.49,70.0,60,3,0,-11.24,5040,IP-2C1F6,0
CLI-10365,35.2,ANUAL,Cartao_Credito,Casado,86.69,14.0,3,2,1,-16.55,9211,IP-C648A,1
CLI-10366,42.7,Anual,Pix,Solteiro,81.25,123.6,68,2,0,-8.46,7777,IP-9E7C9,0
CLI-10367,40.2, Mensal ,Debito_Automatico,Solteiro,82.57,12.3,39,1,1,-8.45,4356,IP-69C39,1
CLI-10368,41.2,mensal,Pix,Casado,138.65,78.5,54,1,1,-8.83,1865,IP-867BA,1
CLI-10369,30.7, Mensal ,Debito_Automatico,Divorciado,158.31,29.8,32,1,0,1.21,2371,IP-9AE73,1
CLI-10370,40.3,Bienal,Boleto,Solteiro,56.95,14.3,16,2,0,14.81,1801,IP-56A6D,1
CLI-10371,46.0, Mensal ,Cartao_Credito,Divorciado,225.66,28.2,17,2,0,25.17,1336,IP-8E906,1
CLI-10372,57.4,mensal,Cartao_Credito,Casado,166.39,16.3,11,0,0,20.06,4587,IP-218C9,1
CLI-10373,51.5,MENSAL,Cartao_Credito,Casado,161.4,11.6,32,1,2,-35.17,4123,IP-72006,1
CLI-10374,65.8,mensal,Cartao_Credito,Solteiro,247.2,17.3,27,4,0,-30.31,7241,IP-F1EC4,1
CLI-10375,30.8, Mensal ,Boleto,Solteiro,168.19,95.9,5,3,0,-8.48,6917,IP-EB887,1
CLI-10376,50.5,MENSAL,Cartao_Credito,Solteiro,234.37,10.0,18,1,0,-27.56,3782,IP-81A3B,1
CLI-10377,42.2, Mensal ,Pix,Solteiro,92.98,166.8,3,1,0,11.17,8466,IP-E1C48,0
CLI-10378,66.3, Mensal ,Cartao_Credito,Divorciado,,5.2,28,2,1,-0.43,4423,IP-58AE4,1
CLI-10379,30.3,mensal,Boleto,Solteiro,143.63,53.3,66,2,0,3.31,8377,IP-2FC40,0
CLI-10380,29.9,Anual,Debito_Automatico,Casado,,92.4,34,1,0,32.45,7989,IP-E723E,0
CLI-10381,32.8,MENSAL,Cartao_Credito,Solteiro,79.83,127.3,22,0,1,-8.34,7258,IP-AC313,0
CLI-10382,14.5,mensal,Pix,Casado,183.92,12.0,30,5,0,-27.76,3044,IP-DEBD7,1
CLI-10383,33.7,MENSAL,Pix,Solteiro,36.52,58.9,48,3,1,-4.73,8973,IP-39A79,0
CLI-10384,30.9,mensal,Cartao_Credito,Solteiro,181.94,10.1,65,0,1,-52.81,7032,IP-5BE19,1
CLI-10385,41.8,Bienal,Boleto,Solteiro,130.58,24.6,61,4,2,-3.67,5274,IP-2FBD8,1
CLI-10386,44.1, Mensal ,Cartao_Credito,Casado,181.58,64.2,19,3,0,-61.72,9602,IP-32DC1,0
CLI-10387,62.5,Anual,Pix,Solteiro,134.96,24.1,52,0,0,1.06,6540,IP-CA2E2,1
CLI-10388,51.4,ANUAL,Boleto,Solteiro,,21.9,41,0,0,28.16,8193,IP-5DCF7,1
CLI-10389,33.1,ANUAL,Boleto,Solteiro,103.63,10.6,65,2,0,13.71,7861,IP-8B466,1
CLI-10390,29.2, Mensal ,Pix,Divorciado,246.17,8.1,50,2,0,8.08,4671,IP-3AF3B,1
CLI-10391,45.9,mensal,Cartao_Credito,Casado,44.29,10.5,41,4,0,12.93,1832,IP-6B2CC,0
CLI-10392,24.2,Anual,Pix,Casado,180.43,98.7,33,1,0,-18.18,8997,IP-1ECFF,1
CLI-10393,62.0, Mensal ,Pix,Casado,129.93,5.5,17,0,0,-51.14,6545,IP-93A5B,1
CLI-10394,54.2,ANUAL,Pix,Solteiro,210.87,58.1,55,0,1,-30.43,1095,IP-1F126,1
CLI-10395,34.4,Anual,Pix,Casado,203.72,70.9,46,3,1,15.4,6950,IP-A68CD,1
CLI-10396,19.4,Anual,Boleto,Solteiro,206.05,42.8,59,0,0,24.72,9650,IP-BFD28,1
CLI-10397,56.2, Mensal ,Debito_Automatico,Solteiro,50.84,64.0,71,2,0,33.3,7457,IP-3B4AE,0
CLI-10398,38.6,Anual,Cartao_Credito,Casado,210.92,52.5,57,3,0,-32.25,5351,IP-5E1A8,1
CLI-10399,54.9,Anual,Boleto,Casado,77.09,32.4,20,0,0,30.27,4664,IP-65941,0
CLI-10400,20.9,ANUAL,Cartao_Credito,Solteiro,35.65,26.7,41,3,0,-31.79,4394,IP-AA384,0
CLI-10401,32.8, Mensal ,Debito_Automatico,Solteiro,77.9,132.6,71,2,0,10.68,3916,IP-DCE23,0
CLI-10402,40.1, Mensal ,Pix,Casado,,165.8,38,0,0,14.54,2170,IP-D8B9C,0
CLI-10403,40.6,mensal,Pix,Casado,193.26,52.4,27,1,0,-16.81,9554,IP-AA193,1
CLI-10404,34.6, Mensal ,Cartao_Credito,Solteiro,78.1,14.9,9,1,0,20.24,5980,IP-E5EC5,1
CLI-10405,47.5,MENSAL,Pix,Solteiro,54.86,31.7,68,0,1,-54.67,3400,IP-9E671,0
CLI-10406,27.2,Bienal,Pix,Divorciado,172.11,35.9,38,3,0,-24.82,3544,IP-8FCC8,1
CLI-10407,38.3,mensal,Boleto,Casado,246.46,68.8,25,1,0,-19.48,7886,IP-F2763,1
CLI-10408,41.4,ANUAL,Cartao_Credito,Divorciado,162.19,54.6,14,1,0,16.53,3670,IP-24E22,1
CLI-10409,46.2, Mensal ,Boleto,Solteiro,182.03,37.5,37,1,0,15.72,9324,IP-BD795,1
CLI-10410,48.5, Mensal ,Cartao_Credito,Solteiro,153.46,56.3,50,0,0,5.51,8361,IP-C78BA,0
CLI-10411,26.5, Mensal ,Boleto,Solteiro,202.12,6.1,72,2,0,5.23,4592,IP-C9295,1
CLI-10412,21.6,mensal,Cartao_Credito,Casado,244.68,72.5,42,2,0,31.95,9360,IP-AACAC,0
CLI-10413,55.3,Bienal,Cartao_Credito,Solteiro,149.71,15.7,54,2,1,-9.16,9819,IP-4BC00,1
CLI-10414,44.0, Mensal ,Cartao_Credito,Solteiro,121.69,53.1,35,0,1,-11.08,5691,IP-B99E3,0
CLI-10415,31.0,Anual,Cartao_Credito,Solteiro,219.28,10.4,31,4,1,-3.82,7008,IP-8EAC2,1
CLI-10416,58.6,MENSAL,Cartao_Credito,Casado,243.34,10.5,46,4,0,-24.71,8488,IP-72DB2,1
CLI-10417,41.4,Bienal,Debito_Automatico,Solteiro,58.42,6.6,17,2,1,15.54,7031,IP-EEECB,1
CLI-10418,54.2, Mensal ,Boleto,Casado,157.2,113.5,53,2,0,-30.78,8222,IP-1E586,0
CLI-10419,40.8, Mensal ,Cartao_Credito,Casado,204.34,46.7,22,2,1,-4.44,3981,IP-87B3F,1
CLI-10420,64.7, Mensal ,Boleto,Casado,147.33,25.2,58,3,1,22.75,1554,IP-25309,1
CLI-10421,61.1,mensal,Boleto,Solteiro,120.02,74.8,41,1,0,-6.41,5148,IP-218CC,0
CLI-10422,37.0,mensal,Debito_Automatico,Divorciado,174.15,49.3,3,0,1,-26.17,7972,IP-22296,1
CLI-10423,51.7,ANUAL,Cartao_Credito,Solteiro,89.43,48.6,63,4,0,8.41,6079,IP-98364,0
CLI-10424,47.7,Anual,Cartao_Credito,Solteiro,106.81,35.0,66,1,0,18.16,5933,IP-D3717,0
CLI-10425,56.4,Anual,Debito_Automatico,Divorciado,248.3,5.4,46,2,1,11.78,1429,IP-B6382,1
CLI-10426,28.4,MENSAL,Cartao_Credito,Solteiro,170.02,18.5,8,2,0,12.88,3440,IP-B6670,1
CLI-10427,48.2, Mensal ,Cartao_Credito,Casado,222.04,10.2,39,1,0,-17.6,8106,IP-945F0,1
CLI-10428,52.7,mensal,Cartao_Credito,Solteiro,207.71,53.9,25,2,0,54.79,9035,IP-DD738,0
CLI-10429,18.9,Bienal,Cartao_Credito,Casado,173.5,17.9,47,1,0,25.82,9470,IP-5AA08,1
CLI-10430,25.8,ANUAL,Debito_Automatico,Casado,214.96,31.9,34,2,1,-16.83,3846,IP-99DE7,1
CLI-10431,15.5,ANUAL,Cartao_Credito,Solteiro,93.17,24.6,68,2,0,5.58,9423,IP-54B13,1
CLI-10432,36.8,ANUAL,Debito_Automatico,Casado,170.17,12.0,57,2,0,5.53,2314,IP-DFD7B,1
CLI-10433,48.6, Mensal ,Debito_Automatico,Casado,159.93,148.1,25,1,0,4.04,4604,IP-8AD0D,0
CLI-10434,58.0, Mensal ,Boleto,Solteiro,166.93,126.9,62,4,0,10.87,4827,IP-6EF9B,0
CLI-10435,40.9, Mensal ,Cartao_Credito,Solteiro,67.1,9.0,39,4,0,0.0,7437,IP-1E618,1
CLI-10436,59.5,mensal,Cartao_Credito,Solteiro,,84.0,7,0,0,14.86,9929,IP-2668C,0
CLI-10437,23.4, Mensal ,Boleto,Casado,93.06,35.2,6,2,1,21.87,4139,IP-4CFDD,1
CLI-10438,19.6,MENSAL,Boleto,Casado,162.43,71.9,54,3,1,10.05,8752,IP-C1672,1
CLI-10439,39.3,Anual,Boleto,Casado,243.96,12.4,19,5,0,-15.45,3702,IP-BEF27,1
CLI-10440,,ANUAL,Boleto,Solteiro,239.89,11.4,47,3,0,29.34,8774,IP-28BE8,1
CLI-10441,39.6,Anual,Debito_Automatico,Solteiro,79.98,104.6,19,1,0,-1.25,7051,IP-8BC1D,0
CLI-10442,15.2,Bienal,Boleto,Solteiro,97.07,107.6,34,0,1,5.14,8649,IP-55231,0
CLI-10443,38.9, Mensal ,Boleto,Solteiro,37.93,33.2,43,0,2,-10.37,5601,IP-196D5,0
CLI-10444,24.3, Mensal ,Pix,Casado,117.74,96.9,13,5,0,32.42,1805,IP-AA8CB,1
CLI-10445,48.0,Anual,Cartao_Credito,Divorciado,213.63,54.5,36,1,1,-14.44,2360,IP-5A862,1
CLI-10446,44.4,mensal,Cartao_Credito,Solteiro,231.47,14.2,25,1,0,-2.71,5291,IP-C8FC1,1
CLI-10447,28.7,mensal,Cartao_Credito,Divorciado,82.03,23.0,56,0,1,62.85,6393,IP-9E1AF,0
CLI-10448,33.8,mensal,Cartao_Credito,Solteiro,88.47,11.6,21,2,0,-44.97,8412,IP-41DD6,1
CLI-10449,27.3,mensal,Boleto,Divorciado,78.59,71.9,34,3,0,-21.38,6159,IP-6874F,1
CLI-10450,39.2,MENSAL,Cartao_Credito,Solteiro,107.02,194.7,25,1,0,27.17,9198,IP-E921E,0
CLI-10451,51.5,mensal,Boleto,Divorciado,207.05,40.6,11,2,0,2.94,6579,IP-C6BBD,1
CLI-10452,28.2,MENSAL,Debito_Automatico,Solteiro,172.31,53.0,19,1,1,14.47,2287,IP-E015A,1
CLI-10453,46.0,Anual,Cartao_Credito,Divorciado,202.91,66.7,49,1,1,-32.92,6833,IP-7D2C3,1
CLI-10454,33.6,mensal,Boleto,Solteiro,158.27,16.4,49,3,0,-4.72,8494,IP-B0069,1
CLI-10455,30.5,mensal,Cartao_Credito,Solteiro,,23.4,34,4,1,-2.98,8515,IP-BA103,1
CLI-10456,38.7, Mensal ,Cartao_Credito,Solteiro,80.16,28.9,2,0,0,0.35,5264,IP-802D8,1
CLI-10457,27.6,mensal,Boleto,Solteiro,31.98,45.6,30,0,0,2.16,1448,IP-6248C,0
CLI-10458,33.4,Anual,Debito_Automatico,Casado,201.82,90.5,38,3,0,-52.98,2589,IP-DA77E,1
CLI-10459,25.6,Anual,Cartao_Credito,Divorciado,216.37,18.2,15,4,0,-3.45,8388,IP-D3847,1
CLI-10460,63.6,Anual,Cartao_Credito,Casado,199.02,33.6,60,3,0,37.4,3421,IP-8B950,1
CLI-10461,40.4, Mensal ,Cartao_Credito,Casado,46.37,67.7,4,5,0,-6.85,9341,IP-5CCFE,1
CLI-10462,31.6,MENSAL,Cartao_Credito,Solteiro,197.69,9.1,14,0,1,-23.08,7574,IP-89A70,1
CLI-10463,42.6,MENSAL,Cartao_Credito,Casado,40.07,37.4,8,2,0,-14.87,4799,IP-41324,0
CLI-10464,38.7,MENSAL,Boleto,Solteiro,53.23,12.0,11,1,2,29.81,9733,IP-719C1,1
CLI-10465,37.3,MENSAL,Cartao_Credito,Divorciado,126.9,39.9,50,3,1,-63.08,5294,IP-C9DF7,1
CLI-10466,47.4,MENSAL,Boleto,Solteiro,134.75,70.7,38,5,0,15.95,3690,IP-3F6EC,1
CLI-10467,49.1,MENSAL,Boleto,Casado,209.55,17.2,24,0,0,9.39,6445,IP-6DBEA,1
CLI-10468,33.6,Anual,Boleto,Solteiro,179.5,90.2,38,1,0,-20.12,6199,IP-6B747,0
