equipamento_id,tempo_operacao_horas,tipo_combustivel,turno_trabalho,regiao_instalacao,temperatura_celsius,vibracao_mm_s,pressao_psi,dias_desde_ultima_revisao,historico_falhas_anteriores,ruido_frequencia_hz,tag_rfid_inventario,firmware_serial_hash,falha_maquina
EQP-30231,11565.8, DIESEL ,Tarde,Sul,80.9,1.35,125.1,200,0,-17.87,357694,FW-CDE5D,1
EQP-30232,1717.5,Diesel,Tarde,Norte,49.9,5.85,100.3,105,2,45.46,869696,FW-98F78,1
EQP-30233,6332.1,Diesel,Tarde,Norte,86.3,10.63,104.4,81,1,-32.64,391391,FW-886F1,1
EQP-30234,5330.9,Eletrico,Manha,Sul,69.8,2.1,101.2,21,1,1.06,592832,FW-7C3DE,0
EQP-30235,10335.4,Eletrico,Tarde,Leste,99.7,19.9,89.6,224,1,25.97,399753,FW-DE28A,1
EQP-30236,5882.9,Diesel,Noite,Norte,63.5,8.95,99.6,321,2,-15.38,272075,FW-77A8C,1
EQP-30237,6940.5,Gas_Natural,Noite,Norte,83.2,9.77,104.9,12,1,-39.83,781921,FW-34A30,1
EQP-30238,7163.5,Diesel,Noite,Sul,71.6,4.54,113.5,149,0,11.99,834014,FW-9F269,1
EQP-30239,5022.4,Diesel,Manha,Leste,79.1,5.08,96.5,38,0,-13.4,884288,FW-DBA26,1
EQP-30240,3995.5,Eletrico,Manha,Norte,75.6,3.42,104.4,352,1,-15.89,705806,FW-CF4D7,1
EQP-30241,7961.3,Diesel,Noite,Leste,93.9,14.94,127.3,212,0,61.6,276825,FW-56202,1
EQP-30242,735.0,Diesel,Manha,Norte,99.0,3.44,90.7,288,1,-43.44,572066,FW-22275,1
EQP-30243,12741.6,Diesel,Tarde,Leste,55.3,0.82,108.4,361,1,-0.01,247247,FW-63477,1
EQP-30244,13085.3,Diesel,Tarde,Norte,101.6,8.5,112.9,184,2,0.52,714310,FW-CF435,1
EQP-30245,11451.4,Diesel,Noite,Norte,53.5,1.28,86.8,151,0,53.89,469818,FW-51052,0
EQP-30246,,Hibrido,Manha,Leste,98.7,4.06,92.9,185,1,11.96,453267,FW-A1685,1
EQP-30247,9549.3,diesel,Tarde,Sul,96.7,8.6,99.5,219,2,8.25,967772,FW-A7BFC,1
EQP-30248,9709.7,Hibrido,Manha,Leste,94.1,9.64,105.0,150,1,47.01,367785,FW-B1014,1
EQP-30249,11678.4,diesel,Tarde,Norte,86.9,7.38,100.5,88,0,31.59,644352,FW-88D6C,1
EQP-30250,5912.2,diesel,Tarde,Sul,67.2,3.37,87.2,169,1,15.12,546072,FW-F019C,1
EQP-30251,12382.2,Diesel,Noite,Sul,76.0,7.39,114.9,174,1,10.55,534676,FW-C8040,1
EQP-30252,10126.6,Diesel,Tarde,Leste,80.1,1.31,84.1,302,1,28.25,757264,FW-2A0FC,1
EQP-30253,13499.9, DIESEL ,Noite,Leste,71.9,5.33,115.8,15,0,-0.57,681576,FW-20E75,0
EQP-30254,,diesel,Tarde,Norte,66.7,2.2,85.2,96,2,30.04,207825,FW-3826A,1
EQP-30255,1881.1,Eletrico,Tarde,Sul,83.5,3.7,100.9,354,0,-32.45,331827,FW-323D3,0
EQP-30256,3658.5,diesel,Manha,Leste,68.5,0.93,98.5,4,0,0.01,624714,FW-D6216,0
EQP-30257,8769.6,Gas_Natural,Noite,Leste,60.4,4.0,130.0,35,1,-56.5,860837,FW-1E018,1
EQP-30258,4595.0,Gas_Natural,Tarde,Sul,55.4,2.58,100.4,220,0,0.16,789302,FW-B4A7A,1
EQP-30259,9261.7,diesel,Tarde,Norte,71.6,4.86,81.3,151,0,-13.57,126523,FW-67843,1
EQP-30260,7857.0,Diesel,Noite,Norte,61.7,0.67,58.6,122,1,-4.68,168572,FW-F38B8,1
EQP-30261,7141.5,Diesel,Manha,Sul,68.7,0.96,89.6,305,0,56.28,915000,FW-D8542,0
EQP-30262,5311.7, DIESEL ,Manha,Oeste,78.1,7.2,87.2,160,0,-56.16,982093,FW-6F449,1
EQP-30263,5821.4,diesel,Manha,Leste,49.2,3.52,88.3,83,1,56.05,422173,FW-94F29,1
EQP-30264,6815.2, DIESEL ,Noite,Norte,71.0,12.01,83.2,219,1,4.78,909607,FW-72704,1
EQP-30265,5052.9,Gas_Natural,Manha,Oeste,84.3,1.6,124.6,191,0,-28.67,438551,FW-C03C4,1
EQP-30266,9320.3,Eletrico,Manha,Norte,66.5,6.34,101.6,157,1,-68.63,197876,FW-52A57,1
EQP-30267,2195.5,Hibrido,Tarde,Leste,43.3,2.61,97.7,205,0,-4.13,874570,FW-3480B,0
EQP-30268,5761.0,Hibrido,Noite,Leste,30.9,0.62,113.0,270,2,-24.08,288134,FW-92B84,0
EQP-30269,8799.0,Diesel,Noite,Leste,105.3,4.45,98.7,238,0,55.78,529413,FW-9AE74,1
EQP-30270,8001.8,Hibrido,Manha,Sul,90.6,2.24,86.0,49,1,26.11,347119,FW-D2EFA,1
EQP-30271,14628.5,diesel,Tarde,Sul,117.2,1.81,86.5,8,0,45.74,270281,FW-507C4,1
EQP-30272,13303.5, DIESEL ,Tarde,Sul,61.5,7.74,109.9,230,0,70.59,797052,FW-7F1FE,1
EQP-30273,11426.1,Hibrido,Noite,Leste,41.2,11.98,95.8,180,2,56.15,244727,FW-DBE91,1
EQP-30274,11870.0,Eletrico,Tarde,Leste,87.4,4.92,94.2,301,0,37.62,547648,FW-5A48C,1
EQP-30275,12594.3,Hibrido,Noite,Norte,56.2,7.49,88.7,194,3,25.46,819738,FW-23DB2,1
EQP-30276,11615.0,Diesel,Manha,Oeste,70.6,5.3,136.5,276,0,-12.03,308424,FW-B177E,1
EQP-30277,3813.3,Eletrico,Manha,Norte,76.3,5.02,72.7,34,2,-37.19,337042,FW-38F3D,0
EQP-30278,2801.6, DIESEL ,Manha,Norte,74.8,2.9,99.4,342,0,13.79,974475,FW-81B3A,1
EQP-30279,7865.7, DIESEL ,Manha,Norte,71.4,1.57,77.3,182,1,38.53,763781,FW-BC897,1
EQP-30280,505.0,Eletrico,Noite,Sul,78.1,1.5,116.6,352,1,8.53,176537,FW-A2407,1
EQP-30281,189.7,Gas_Natural,Noite,Sul,95.6,16.04,101.0,330,1,14.05,420424,FW-64BEC,1
EQP-30282,6091.9,Gas_Natural,Noite,Leste,60.5,1.7,89.9,255,2,62.1,163288,FW-551B1,1
EQP-30283,2547.1, DIESEL ,Tarde,Oeste,90.3,3.58,88.8,213,0,-0.85,775332,FW-BB556,1
EQP-30284,6799.9,Gas_Natural,Noite,Sul,81.7,2.76,122.8,123,2,-17.84,795743,FW-BF02F,1
EQP-30285,6622.5,Gas_Natural,Tarde,Leste,79.0,1.88,99.5,30,2,50.82,390290,FW-A7099,1
EQP-30286,9532.6,diesel,Manha,Oeste,94.9,0.97,105.8,134,1,-18.45,794119,FW-5302D,1
EQP-30287,2400.1,Diesel,Manha,Sul,105.6,0.55,104.9,16,1,30.1,877692,FW-35F4D,0
EQP-30288,14578.3,Eletrico,Noite,Norte,59.2,12.72,103.0,165,0,5.36,110044,FW-CCE99,1
EQP-30289,4442.7, DIESEL ,Manha,Oeste,74.1,,107.1,258,1,42.72,833616,FW-884B3,1
EQP-30290,5411.6,Diesel,Noite,Sul,79.7,4.75,81.7,178,1,-53.71,783932,FW-AB168,1
EQP-30291,,Diesel,Manha,Norte,87.3,7.76,120.7,134,2,-20.95,861167,FW-A1567,1
EQP-30292,4194.7,Gas_Natural,Noite,Sul,80.9,2.97,102.9,125,0,16.39,306949,FW-70CB9,1
EQP-30293,1896.6,Eletrico,Manha,Oeste,84.0,0.71,78.2,144,2,-6.04,450078,FW-AADEA,0
EQP-30294,8537.6,Eletrico,Tarde,Leste,71.9,5.95,65.2,220,1,10.11,872465,FW-64BB5,1
EQP-30295,5086.3,diesel,Tarde,Norte,44.7,5.9,84.8,241,1,54.55,704618,FW-8DE91,1
EQP-30296,6400.0,Gas_Natural,Manha,Norte,50.7,0.57,94.3,309,1,-28.93,314615,FW-292B8,0
EQP-30297,9268.4,Eletrico,Tarde,Norte,94.8,12.38,116.2,178,0,22.79,558035,FW-BCB8A,1
EQP-30298,278.8,Diesel,Manha,Oeste,71.9,8.09,81.4,347,0,-5.24,369596,FW-6AEA1,0
EQP-30299,2447.3,Diesel,Tarde,Leste,39.2,0.51,77.8,301,0,12.57,866912,FW-61C1E,0
EQP-30300,14835.5,Diesel,Tarde,Leste,83.9,3.98,87.3,4,0,-13.42,150172,FW-C097B,1
EQP-30301,9555.0,Diesel,Noite,Sul,55.4,0.62,108.5,287,5,-19.41,739035,FW-D783A,1
EQP-30302,10639.8,Gas_Natural,Tarde,Leste,103.8,2.42,118.2,351,1,12.63,883531,FW-3DF08,1
EQP-30303,6347.3,Diesel,Tarde,Sul,78.6,1.38,135.5,23,4,27.92,981160,FW-ED8B2,1
EQP-30304,13736.6,Diesel,Noite,Leste,84.9,0.88,102.6,311,2,-16.93,611645,FW-4FC5F,1
EQP-30305,4607.4,Eletrico,Tarde,Norte,61.9,7.78,110.5,271,0,98.78,866142,FW-1C461,1
EQP-30306,5124.6,Eletrico,Noite,Norte,66.1,1.19,78.9,40,0,-11.74,793096,FW-8DFED,0
EQP-30307,3371.7, DIESEL ,Noite,Leste,96.7,3.43,87.3,41,0,24.86,381083,FW-CD00C,1
EQP-30308,11147.2, DIESEL ,Noite,Leste,62.8,1.1,99.3,238,1,72.13,763268,FW-3F787,1
EQP-30309,1234.2,Eletrico,Noite,Sul,67.6,5.97,92.3,230,0,-8.88,225183,FW-426F1,0
EQP-30310,12075.0,diesel,Tarde,Leste,88.5,1.97,103.8,344,1,31.42,206355,FW-4D9C0,1
EQP-30311,5113.1, DIESEL ,Manha,Leste,59.9,1.45,101.9,143,0,38.21,931110,FW-1ABAE,0
EQP-30312,10147.9,Diesel,Manha,Norte,68.9,4.98,111.7,299,0,-49.36,994681,FW-C676A,1
EQP-30313,8708.6, DIESEL ,Tarde,Sul,51.0,5.55,94.3,111,0,-21.08,387599,FW-52D3A,1
EQP-30314,12621.7,Gas_Natural,Manha,Norte,76.6,9.37,106.8,249,1,44.5,695929,FW-4F35A,1
EQP-30315,2753.7,Eletrico,Tarde,Leste,62.5,16.28,98.6,267,0,-45.72,941066,FW-7FF0E,1
EQP-30316,6503.6,Eletrico,Noite,Leste,69.1,0.54,99.2,151,4,15.99,365941,FW-D3439,1
EQP-30317,690.8,Gas_Natural,Manha,Norte,65.4,13.74,115.6,316,0,9.48,412175,FW-411FB,1
EQP-30318,13728.6,diesel,Noite,Leste,82.8,16.54,99.4,120,0,-0.47,964803,FW-2BED9,1
EQP-30319,13202.2,Eletrico,Manha,Sul,88.1,3.28,129.3,228,1,-11.01,461182,FW-C88F6,1
EQP-30320,7921.9,Gas_Natural,Manha,Sul,71.5,12.67,98.9,196,0,-19.91,694915,FW-B0EA2,1
EQP-30321,2703.3,Diesel,Tarde,Oeste,56.2,3.56,96.3,101,0,-45.41,372801,FW-D3D55,0
EQP-30322,9685.1,Diesel,Noite,Norte,116.0,13.46,117.5,261,1,23.82,202077,FW-EDE5C,1
EQP-30323,,Diesel,Tarde,Norte,61.5,4.71,92.7,139,3,19.39,483915,FW-59F8C,1
EQP-30324,5825.9, DIESEL ,Tarde,Norte,82.0,1.6,98.4,329,1,13.57,874004,FW-8B9BF,1
EQP-30325,5031.2,Diesel,Noite,Norte,59.2,3.57,102.8,50,0,-52.12,974496,FW-1FDA8,0
EQP-30326,5600.1, DIESEL ,Tarde,Norte,74.8,1.01,87.3,202,1,37.78,467482,FW-1A409,1
EQP-30327,1653.3,Hibrido,Noite,Oeste,80.4,3.16,91.0,232,0,17.2,675918,FW-D9B31,1
EQP-30328,,Hibrido,Tarde,Norte,42.0,9.97,94.5,24,0,-56.58,983880,FW-B7EFE,0
EQP-30329,6315.8,Gas_Natural,Manha,Oeste,62.2,3.54,94.3,289,1,28.56,638259,FW-3E407,1
EQP-30330,1231.0, DIESEL ,Manha,Sul,82.7,2.63,133.3,162,1,41.37,239368,FW-90ED0,1
EQP-30331,13088.8, DIESEL ,Manha,Sul,71.9,2.97,102.1,28,0,-34.78,893787,FW-36B85,0
EQP-30332,586.3,Diesel,Noite,Oeste,100.3,2.72,120.7,325,0,-34.55,828605,FW-8BB9E,1
EQP-30333,2009.3,Eletrico,Manha,Leste,52.5,5.45,90.6,20,0,-19.3,344362,FW-E6684,1
EQP-30334,14735.6,Gas_Natural,Tarde,Norte,78.6,4.24,119.3,30,2,-28.89,256735,FW-841C9,1
EQP-30335,1289.3,Hibrido,Tarde,Sul,43.9,6.66,95.5,88,3,9.98,423188,FW-8A5CA,0
EQP-30336,6568.4,Gas_Natural,Noite,Norte,69.5,1.74,105.7,151,2,-16.89,518342,FW-7430C,1
EQP-30337,5892.6,Gas_Natural,Manha,Oeste,67.6,1.42,116.2,165,1,17.32,968437,FW-9FBBA,1
EQP-30338,5377.4, DIESEL ,Manha,Oeste,66.0,,90.4,119,1,-14.69,549643,FW-C3B6A,1
EQP-30339,932.2,Diesel,Manha,Leste,54.9,3.14,89.1,284,1,10.22,972518,FW-23E16,1
EQP-30340,6396.1,Diesel,Tarde,Leste,60.8,7.78,97.5,308,0,-15.59,978002,FW-A94D2,0
EQP-30341,9015.9,Gas_Natural,Manha,Norte,105.6,1.88,93.4,319,2,-18.59,370926,FW-941DD,1
EQP-30342,8491.4,Diesel,Manha,Norte,77.9,0.82,92.3,231,0,-24.27,967508,FW-706EB,1
EQP-30343,,Eletrico,Tarde,Norte,79.0,0.9,98.8,77,1,-5.54,489757,FW-C51C7,0
EQP-30344,1138.5,Diesel,Manha,Oeste,76.1,9.29,117.6,144,1,-57.23,116315,FW-234A1,1
EQP-30345,13480.7, DIESEL ,Noite,Oeste,61.7,,89.3,268,2,25.87,216477,FW-1C4F5,1
EQP-30346,12679.0,Eletrico,Noite,Sul,48.2,11.81,115.2,325,0,-5.34,212294,FW-36682,1
EQP-30347,4764.8,Gas_Natural,Noite,Sul,69.6,3.83,89.0,267,2,8.88,604968,FW-359CD,1
EQP-30348,4335.2,Eletrico,Tarde,Leste,92.8,5.63,98.2,47,0,-45.07,144296,FW-BAABC,1
EQP-30349,5896.7, DIESEL ,Tarde,Sul,61.0,5.03,107.9,307,0,-30.58,235560,FW-C0646,1
EQP-30350,13201.5,Eletrico,Noite,Norte,99.4,1.49,106.1,350,0,30.47,747052,FW-F25C2,1
EQP-30351,4489.0,Hibrido,Tarde,Leste,77.9,9.88,90.8,276,1,17.08,561455,FW-C6DC4,1
EQP-30352,3500.3,Diesel,Tarde,Sul,60.5,12.26,122.6,88,0,-42.75,769496,FW-DAF2E,1
EQP-30353,12506.5,Eletrico,Noite,Oeste,60.5,10.03,100.3,2,0,59.41,482200,FW-96B28,1
EQP-30354,2400.5,diesel,Tarde,Sul,91.2,8.16,117.5,22,1,-7.8,795231,FW-6A2D4,1
EQP-30355,7667.8,Diesel,Tarde,Sul,73.5,6.15,101.6,50,1,-80.36,742716,FW-27B94,1
EQP-30356,7888.5,Eletrico,Noite,Sul,91.5,4.93,96.3,191,3,-3.32,931610,FW-AB01C,1
EQP-30357,11411.2,Eletrico,Tarde,Leste,126.4,1.41,76.5,224,1,-16.4,920820,FW-38498,1
EQP-30358,6476.8, DIESEL ,Noite,Leste,96.8,3.43,91.2,36,2,28.17,200766,FW-3BF51,1
EQP-30359,9140.3,Eletrico,Noite,Oeste,34.3,4.2,91.8,265,1,-33.71,876645,FW-94406,0
EQP-30360,,diesel,Manha,Oeste,78.8,3.54,112.1,257,1,-8.81,473375,FW-A33AB,1
EQP-30361,,Eletrico,Noite,Leste,88.8,7.78,88.4,200,0,44.78,720436,FW-ED48D,1
EQP-30362,13036.2,Diesel,Noite,Leste,72.2,5.2,115.9,234,0,11.64,784787,FW-2C101,1
EQP-30363,9886.2,Eletrico,Tarde,Norte,59.4,15.68,111.2,318,1,-28.19,274517,FW-A0007,1
EQP-30364,6679.8,Eletrico,Manha,Norte,101.0,1.02,91.0,353,1,-35.35,190046,FW-8FC74,1
EQP-30365,2768.6, DIESEL ,Tarde,Norte,45.5,4.93,108.3,48,0,6.83,386479,FW-C918E,0
EQP-30366,2545.3,Eletrico,Noite,Leste,75.9,1.57,103.3,97,1,-8.83,471321,FW-ECB1A,1
EQP-30367,9430.3,Hibrido,Tarde,Leste,80.1,2.95,114.7,34,0,35.4,793525,FW-5214B,1
EQP-30368,7875.1,diesel,Manha,Leste,105.6,16.49,119.4,247,2,-31.41,748427,FW-9736C,1
EQP-30369,2238.7,Eletrico,Manha,Oeste,74.0,2.8,106.3,78,1,-58.2,888817,FW-ADF4A,1
EQP-30370,13887.1,diesel,Manha,Oeste,94.4,1.07,110.6,6,0,56.35,365499,FW-59E07,1
EQP-30371,10526.1, DIESEL ,Manha,Oeste,62.8,6.31,122.3,121,0,21.0,268931,FW-E6CE4,1
EQP-30372,8667.4, DIESEL ,Noite,Norte,49.3,9.42,78.0,134,1,-36.32,523851,FW-6A34C,1
EQP-30373,4092.2,Eletrico,Manha,Oeste,77.1,4.97,98.7,196,0,11.89,416066,FW-7429E,1
EQP-30374,, DIESEL ,Noite,Oeste,72.9,14.74,87.6,275,0,5.97,524733,FW-4AB63,1
EQP-30375,7387.9,Eletrico,Manha,Norte,81.7,8.24,115.7,290,1,-5.37,166217,FW-1AD63,1
EQP-30376,9508.9,Diesel,Manha,Leste,54.3,7.73,109.1,267,1,-44.06,547271,FW-A28EB,1
EQP-30377,1066.9,Diesel,Tarde,Sul,71.5,6.06,99.7,343,1,23.54,684498,FW-7F084,1
EQP-30378,12076.9,Eletrico,Noite,Norte,89.1,9.51,97.2,336,5,48.09,603197,FW-93DE0,1
EQP-30379,,Gas_Natural,Noite,Norte,44.9,,103.4,92,1,8.84,631282,FW-2F044,0
EQP-30380,1054.0,diesel,Tarde,Norte,83.8,3.63,100.1,119,1,-8.99,503390,FW-BFE73,1
EQP-30381,5631.3,Diesel,Noite,Leste,91.6,3.23,95.1,354,0,-6.96,190635,FW-7FD7D,1
EQP-30382,, DIESEL ,Manha,Leste,65.9,1.88,126.0,182,0,-1.51,831364,FW-B015E,1
EQP-30383,12088.4,Gas_Natural,Manha,Oeste,65.8,11.28,116.9,214,1,-2.45,256479,FW-35DB7,1
EQP-30384,11569.6,Eletrico,Tarde,Leste,92.1,1.75,102.6,69,2,-13.82,283064,FW-B9A40,1
EQP-30385,1924.0,Hibrido,Manha,Norte,71.0,1.0,108.6,151,1,44.31,101914,FW-DC661,0
EQP-30386,14949.1,Eletrico,Manha,Leste,73.9,1.16,88.7,21,1,24.34,755665,FW-8FD92,1
EQP-30387,7717.0,Diesel,Tarde,Leste,83.5,1.78,100.6,161,1,-15.43,236124,FW-E902B,1
EQP-30388,,Diesel,Tarde,Norte,50.6,3.11,84.9,310,1,-35.87,175561,FW-65FE7,1
EQP-30389,8040.7,Eletrico,Tarde,Norte,52.7,4.28,87.5,342,0,-5.42,371181,FW-E245E,1
EQP-30390,8765.7,Eletrico,Tarde,Oeste,46.6,1.58,112.0,308,0,45.02,225044,FW-A4E82,0
EQP-30391,620.7,Eletrico,Noite,Leste,84.3,2.71,91.4,330,1,-45.88,679958,FW-5AE4D,1
EQP-30392,4610.9,Eletrico,Tarde,Sul,95.5,4.09,83.8,94,0,19.02,538758,FW-9A801,0
EQP-30393,11929.9,Diesel,Manha,Norte,63.3,8.46,128.6,126,0,-23.54,996397,FW-BB2FD,1
EQP-30394,11830.7,Eletrico,Tarde,Norte,73.2,,89.0,126,2,20.74,848173,FW-4FCE9,1
EQP-30395,14003.4,Diesel,Tarde,Oeste,63.7,1.39,95.0,248,1,2.02,556949,FW-E2452,1
EQP-30396,13203.6,Eletrico,Noite,Leste,72.2,4.12,111.6,10,2,55.06,145893,FW-3B7FD,1
EQP-30397,4748.9,Eletrico,Tarde,Leste,83.2,10.26,89.0,3,2,-22.58,797127,FW-6AB33,1
EQP-30398,12052.2,Eletrico,Tarde,Oeste,79.7,3.95,96.5,331,1,19.32,152328,FW-90145,1
EQP-30399,14416.5,Hibrido,Manha,Oeste,107.8,4.22,81.7,321,0,28.13,580519,FW-70D3A,1
EQP-30400,4408.0,diesel,Manha,Norte,97.8,3.8,88.4,286,2,3.88,972345,FW-96E74,1
EQP-30401,11426.8,Gas_Natural,Tarde,Norte,102.9,1.85,85.5,144,1,-2.27,963543,FW-76101,1
EQP-30402,4316.5,diesel,Noite,Leste,98.4,2.48,71.7,249,1,6.19,385048,FW-C60D9,1
EQP-30403,13403.5,Diesel,Tarde,Norte,61.2,1.53,111.1,249,0,18.97,186542,FW-4ADE3,1
EQP-30404,3437.3,Eletrico,Manha,Leste,53.5,4.59,92.0,275,1,33.28,882598,FW-D71B9,1
EQP-30405,422.9,Gas_Natural,Manha,Norte,35.3,3.91,99.1,100,0,25.23,479735,FW-46F66,0
EQP-30406,185.1,Diesel,Tarde,Leste,47.5,3.73,104.1,113,1,24.29,644820,FW-E466F,1
EQP-30407,9431.5,Hibrido,Noite,Leste,85.8,2.67,109.3,6,0,0.74,493693,FW-C67D9,1
EQP-30408,13459.1,Diesel,Manha,Oeste,65.7,5.49,125.5,18,1,-93.74,579465,FW-A1D12,0
EQP-30409,10747.7,Eletrico,Manha,Sul,73.4,5.69,98.7,233,1,11.98,292516,FW-B84E8,1
EQP-30410,502.5,Eletrico,Tarde,Leste,84.9,4.81,96.5,114,0,-12.34,436305,FW-327A6,0
EQP-30411,1081.8,Eletrico,Tarde,Leste,115.5,2.53,77.8,148,2,-8.29,394889,FW-8CA83,1
EQP-30412,14133.5, DIESEL ,Noite,Oeste,82.3,5.24,111.5,317,0,1.77,801096,FW-7ED5C,1
EQP-30413,8964.8,Gas_Natural,Noite,Norte,77.1,11.05,98.5,193,0,-8.07,378446,FW-99CEB,1
EQP-30414,5877.6,Gas_Natural,Manha,Sul,109.2,1.48,86.1,63,0,36.67,983753,FW-EA923,1
EQP-30415,745.8,Eletrico,Tarde,Leste,79.5,7.5,79.8,63,0,51.22,646675,FW-2F4A3,0
EQP-30416,3092.6,Eletrico,Tarde,Norte,71.7,0.89,102.8,106,1,-85.51,885551,FW-6D4C0,0
EQP-30417,10369.1,diesel,Tarde,Sul,88.2,6.69,105.0,64,0,1.7,504908,FW-C90EB,1
EQP-30418,6341.3,Diesel,Tarde,Norte,96.6,11.27,91.8,350,2,-24.68,196001,FW-4C9C3,1
EQP-30419,10316.8,Diesel,Manha,Norte,68.4,0.72,98.5,137,1,26.33,410720,FW-9E1C0,0
EQP-30420,9527.3,Diesel,Manha,Oeste,56.8,2.56,119.7,4,3,-9.3,820689,FW-D82F1,1
EQP-30421,2673.7,Gas_Natural,Tarde,Norte,59.0,5.8,91.5,50,1,54.81,351931,FW-2ED27,1
EQP-30422,3132.5,diesel,Tarde,Oeste,78.1,2.39,94.9,352,0,-2.38,419025,FW-511DA,1
EQP-30423,6242.5,Eletrico,Tarde,Leste,37.2,2.12,86.4,104,3,-14.04,478353,FW-F0CEE,0
EQP-30424,6611.2,Hibrido,Noite,Oeste,80.1,5.14,120.4,155,1,-2.61,873449,FW-E3A13,1
EQP-30425,11324.2,Eletrico,Tarde,Norte,76.3,10.87,111.0,218,0,-10.67,558310,FW-CD27C,1
EQP-30426,134.5,Diesel,Noite,Oeste,19.2,4.24,108.6,299,0,-48.34,400767,FW-47BF6,0
EQP-30427,9696.1,diesel,Noite,Sul,96.6,0.8,121.6,226,0,12.27,697905,FW-56F93,1
EQP-30428,11267.1, DIESEL ,Tarde,Oeste,106.0,2.35,116.2,140,1,31.49,110634,FW-9273E,1
EQP-30429,8543.8,Diesel,Noite,Leste,74.5,4.51,116.8,323,0,16.02,256101,FW-839CD,1
EQP-30430,8962.6,Gas_Natural,Noite,Sul,99.8,1.47,109.1,28,0,39.84,207734,FW-322FD,1
EQP-30431,7836.5,Gas_Natural,Tarde,Norte,63.6,,62.1,105,2,23.94,531448,FW-9317A,1
EQP-30432,,Gas_Natural,Noite,Sul,79.2,,78.4,217,2,48.96,466395,FW-663A2,1
EQP-30433,11597.1,Eletrico,Manha,Sul,54.7,6.13,91.3,138,3,23.87,949977,FW-3A5F7,1
EQP-30434,2863.1,Diesel,Tarde,Sul,89.9,24.92,109.1,213,2,-13.26,707637,FW-EFCAA,1
EQP-30435,9629.7, DIESEL ,Manha,Oeste,60.0,1.06,126.8,117,1,-0.2,873465,FW-D16E0,0
EQP-30436,8657.9,Diesel,Noite,Leste,92.5,6.5,87.6,198,2,-16.97,682377,FW-7D505,1
EQP-30437,4999.1,Eletrico,Manha,Leste,75.5,3.6,95.8,146,0,23.46,338925,FW-6451D,0
EQP-30438,10480.5,Diesel,Tarde,Sul,65.0,2.14,101.8,89,0,-19.46,478287,FW-8EAE4,0
EQP-30439,3826.9,Diesel,Manha,Sul,74.3,1.63,115.7,319,2,18.49,382752,FW-D9F20,1
EQP-30440,4575.4,Eletrico,Tarde,Leste,93.8,4.98,109.0,96,1,26.22,742253,FW-9A4D1,1
EQP-30441,1685.1,Diesel,Tarde,Oeste,69.7,1.01,80.4,150,1,51.32,828602,FW-2901C,0
EQP-30442,7373.9,Diesel,Noite,Sul,45.1,1.82,98.7,222,0,55.02,890985,FW-A102E,0
EQP-30443,6791.0, DIESEL ,Noite,Oeste,53.4,1.84,133.6,337,0,9.3,146068,FW-B41EF,1
EQP-30444,13784.0, DIESEL ,Tarde,Oeste,78.0,0.9,78.5,8,0,18.48,281204,FW-46A5B,1
EQP-30445,13647.2, DIESEL ,Tarde,Oeste,70.0,4.18,101.0,353,0,-82.22,929489,FW-C7BB3,1
EQP-30446,14226.0,Diesel,Manha,Oeste,59.4,8.19,114.1,271,0,-34.0,821793,FW-209CB,1
EQP-30447,1343.8, DIESEL ,Tarde,Norte,70.8,1.68,82.1,240,0,-5.45,810539,FW-A1FEE,0
EQP-30448,7713.2,Hibrido,Tarde,Leste,60.0,1.6,106.3,310,0,-4.73,623378,FW-C7FF5,1
EQP-30449,11533.8, DIESEL ,Noite,Sul,77.5,8.49,112.9,34,1,-10.38,327512,FW-C59B3,1
EQP-30450,8341.7,Eletrico,Noite,Leste,109.8,5.48,75.0,105,1,33.52,388932,FW-C5627,1
EQP-30451,4678.2, DIESEL ,Manha,Sul,86.7,1.51,103.0,238,1,-20.59,147714,FW-6F5BC,1
EQP-30452,599.1,Eletrico,Tarde,Norte,67.2,4.61,99.2,281,0,-27.23,442469,FW-C7487,0
EQP-30453,14982.9, DIESEL ,Tarde,Norte,61.8,7.14,77.5,26,1,-13.5,329870,FW-88F8F,1
EQP-30454,6573.7,Eletrico,Manha,Leste,95.1,9.7,107.6,294,1,15.31,609109,FW-1CD79,1
EQP-30455,9660.5,Eletrico,Manha,Oeste,75.2,7.24,88.1,241,2,-58.7,430809,FW-695C0,1
EQP-30456,,Gas_Natural,Tarde,Norte,67.7,3.68,91.9,158,1,-14.23,356696,FW-217C1,1
EQP-30457,2182.1,Diesel,Noite,Sul,104.0,1.69,148.3,349,1,10.25,926117,FW-7522A,1
EQP-30458,8285.5,Diesel,Tarde,Leste,82.5,0.99,92.9,221,1,-32.22,846805,FW-612EF,1
EQP-30459,14035.6,Diesel,Noite,Oeste,78.3,4.13,91.9,78,2,-18.81,420122,FW-F17AB,1
EQP-30460,1955.5,Gas_Natural,Tarde,Sul,69.2,6.36,118.1,29,0,14.95,211587,FW-59E90,1
EQP-30461,,Diesel,Noite,Norte,42.6,5.3,103.0,59,0,41.63,671898,FW-A3965,1
EQP-30462,9439.0,Diesel,Noite,Norte,87.1,3.91,90.9,120,0,-18.88,228162,FW-281EF,1
EQP-30463,10552.2,Diesel,Noite,Sul,62.1,,110.3,204,0,-3.42,124603,FW-215B1,1
